"code","level1","level2","level3","level4"
"TCT39TD4208","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD BODEGAS"
"TCT39TD4240","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD CAJAS DE REGISTRO Y CENICEROS"
"TCT39TD4261","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD CASAS PREFA"
"TCT39TD4346","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD CUNETAS"
"TCT39TD4395","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD ENTREPISOS PRETENSADOS"
"TCT39TD4418","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD ESTRUCTURALES"
"TCT39TD4533","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD LADRILLO ARCILLA"
"TCT39TD4575","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD MAMPOSTERÍA"
"TCT39TD4668","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD PILAS DE CONCRETO"
"TCT39TD4712","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD POSTENSADOS"
"TCT39TD4713","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD POSTES ELÉCTRICOS"
"TCT39TD4877","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD TUBOS DE CONCRETO REFORZADOS"
"TCT39TD4878","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD TUBOS DE CONCRETO SIN REFUERZO"
"TCT39TD4914","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD ZACATE BLOCK"
"TCT39TK8244","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD CEMENTICIOS BASICOS","TRD CAL"
"TCT39TK8265","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD CEMENTICIOS BASICOS","TRD CEMENTO BLANCO"
"TCT39TK8266","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD CEMENTICIOS BASICOS","TRD CEMENTO GRIS"
"TCT39TK9313","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD CEMENTICIOS DERIVADOS","TRD CONCRETO PREMEZCLADO"
"TCT39TK9615","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD CEMENTICIOS DERIVADOS","TRD MORTEROS"
"TCT39TK9940","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD CEMENTICIOS DERIVADOS","TRD ADHESIVOS PISOS Y AZULEJOS"
"TCT40TK6446","TRD ESTRUCTURA","TRD AGREGADOS","TRD ARENAS","TRD FINOS"
"TCT40TK6487","TRD ESTRUCTURA","TRD AGREGADOS","TRD ARENAS","TRD GRUESOS"
"TCT40TK7446","TRD ESTRUCTURA","TRD AGREGADOS","TRD GRAVAS","TRD FINOS"
"TCT40TK7487","TRD ESTRUCTURA","TRD AGREGADOS","TRD GRAVAS","TRD GRUESOS"
"TCT42TH3439","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS CPVC","TRD FIGURAS CPVC"
"TCT42TH3865","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS CPVC","TRD TUBERÍA CPVC"
"TCT42TH4438","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS DE COBRE","TRD FIGURAS COBRE"
"TCT42TH4864","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS DE COBRE","TRD TUBERÍA COBRE"
"TCT42TH5440","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS GALVANIZADA","TRD FIGURAS GALVANIZADAS"
"TCT42TH5866","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS GALVANIZADA","TRD TUBERÍA GALVANIZADAS"
"TCT42TL4937","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS INFRAESTRUCTURA","TRD INFRAESTRUCTURA"
"TCT42TL1929","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS PPR","TRD FIGURAS PPR"
"TCT42TL1930","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS PPR","TRD TUBERIAS PPR"
"TCT42TH6442","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS PVC","TRD FIGURAS PVC"
"TCT42TH6867","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS PVC","TRD TUBERÍA PVC"
"TCT42TL2931","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS PVC SANITARIA","TRD FIGURAS PVC SANITARIA"
"TCT42TL2932","TRD ESTRUCTURA","TRD TUBOSISTEMAS","TRD TUBERÍA Y ACCESORIOS PVC SANITARIA","TRD TUBERIAS PVC SANITARIA"
"TFT10T15264","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD AISLANTES","TRD CELULAR"
"TFT10T15413","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD AISLANTES","TRD ESPUMA"
"TFT10T15416","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD AISLANTES","TRD ESTEREOFÓN"
"TFT10T15541","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD AISLANTES","TRD LANA/FIBRA DE VIDRIO"
"TFT10TC2107","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD PERFILERÍA LIVIANA","TRD ACCESORIOS DE PERFILERÍA"
"TFT10TF5366","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD DENSGLASS"
"TFT10TF5385","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD DUROCK"
"TFT10TF5435","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD FIBRA MINERAL"
"TFT10TF5436","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD FIBROCEMENTO"
"TFT10TF5437","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD FIBROYESO"
"TFT10TF5491","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD GYPROCK"
"TFT10TF5492","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD GYPSUM"
"TFT10TF5808","TRD OBRA GRIS","TRD CONSTRUCCIÓN LIVIANA","TRD TABLAS LIVIANAS","TRD TABLILLA PVC"
"TFT22T07820","TRD OBRA GRIS","TRD LÁMINAS","TRD ACCESORIOS DE LAMINAS","TRD TAPA TORNILLOS"
"TFT22T07823","TRD OBRA GRIS","TRD LÁMINAS","TRD ACCESORIOS DE LAMINAS","TRD TAPETA"
"TFT22T12330","TRD OBRA GRIS","TRD LÁMINAS","TRD AGLOMERADO","TRD CRUDO"
"TFT22T12536","TRD OBRA GRIS","TRD LÁMINAS","TRD AGLOMERADO","TRD LAMINADO"
"TFT22T44362","TRD OBRA GRIS","TRD LÁMINAS","TRD CARTÓN","TRD DECORADO; RANURADO Y PERFORADO"
"TFT22T44536","TRD OBRA GRIS","TRD LÁMINAS","TRD CARTÓN","TRD LAMINADO"
"TFT22T44555","TRD OBRA GRIS","TRD LÁMINAS","TRD CARTÓN","TRD LISO"
"TFT22T93322","TRD OBRA GRIS","TRD LÁMINAS","TRD LÁMINAS DE MADERA","TRD CORCHO"
"TFT22T93602","TRD OBRA GRIS","TRD LÁMINAS","TRD LÁMINAS DE MADERA","TRD MELINA"
"TFT22T93670","TRD OBRA GRIS","TRD LÁMINAS","TRD LÁMINAS DE MADERA","TRD PINO"
"TFT22T93824","TRD OBRA GRIS","TRD LÁMINAS","TRD LÁMINAS DE MADERA","TRD TECA"
"TFT22TA8362","TRD OBRA GRIS","TRD LÁMINAS","TRD MDF","TRD DECORADO; RANURADO Y PERFORADO"
"TFT22TA8555","TRD OBRA GRIS","TRD LÁMINAS","TRD MDF","TRD LISO"
"TFT22TB8633","TRD OBRA GRIS","TRD LÁMINAS","TRD OSB","TRD OSB"
"TFT22TC8537","TRD OBRA GRIS","TRD LÁMINAS","TRD PLÁSTICO LAMINADO","TRD LAMINADO COLORES"
"TFT22TD1252","TRD OBRA GRIS","TRD LÁMINAS","TRD PLYWOOD","TRD CAOBILLA"
"TFT22TD1433","TRD OBRA GRIS","TRD LÁMINAS","TRD PLYWOOD","TRD FENÓLICO"
"TFT22TD1590","TRD OBRA GRIS","TRD LÁMINAS","TRD PLYWOOD","TRD MARINO"
"TFT22TD1629","TRD OBRA GRIS","TRD LÁMINAS","TRD PLYWOOD","TRD OKUME"
"TFT22TD1670","TRD OBRA GRIS","TRD LÁMINAS","TRD PLYWOOD","TRD PINO"
"TFT23T25171","TRD OBRA GRIS","TRD MADERAS","TRD ARTESONADO","TRD ARTESONADO"
"TFT23T62270","TRD OBRA GRIS","TRD MADERAS","TRD CUADRO","TRD CEPILLADO"
"TFT23T62347","TRD OBRA GRIS","TRD MADERAS","TRD CUADRO","TRD CURADO"
"TFT23T62789","TRD OBRA GRIS","TRD MADERAS","TRD CUADRO","TRD SIN CEPILLO"
"TFT23T62790","TRD OBRA GRIS","TRD MADERAS","TRD CUADRO","TRD SIN CURAR"
"TFT23TA3645","TRD OBRA GRIS","TRD MADERAS","TRD MACHIMBRE","TRD PAREDES Y CIELOS"
"TFT23TA3680","TRD OBRA GRIS","TRD MADERAS","TRD MACHIMBRE","TRD PISOS DE MADERA"
"TFT23TD3347","TRD OBRA GRIS","TRD MADERAS","TRD POSTE","TRD CURADO"
"TFT23TD3790","TRD OBRA GRIS","TRD MADERAS","TRD POSTE","TRD SIN CURAR"
"TFT23TF4270","TRD OBRA GRIS","TRD MADERAS","TRD TABLAS","TRD CEPILLADO"
"TFT23TF4347","TRD OBRA GRIS","TRD MADERAS","TRD TABLAS","TRD CURADO"
"TFT23TF4789","TRD OBRA GRIS","TRD MADERAS","TRD TABLAS","TRD SIN CEPILLO"
"TFT23TF4790","TRD OBRA GRIS","TRD MADERAS","TRD TABLAS","TRD SIN CURAR"
"TFT29TB2147","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD MOLDURAS","TRD ALUMINIO"
"TFT29TB2436","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD MOLDURAS","TRD FIBROCEMENTO"
"TFT29TB2571","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD MOLDURAS","TRD MADERA"
"TFT29TB2690","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD MOLDURAS","TRD PLÁSTICAS Y PVC"
"TFT29TB2704","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD MOLDURAS","TRD POLIETILENO"
"TFT29TD7293","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD PUERTAS","TRD CLOSET MADERA"
"TFT29TD7294","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD PUERTAS","TRD CLOSET PVC"
"TFT29TD7424","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD PUERTAS","TRD EXTERIOR"
"TFT29TD7521","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD PUERTAS","TRD INTERIOR"
"TFT29TD7588","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD PUERTAS","TRD MARCO DE SEGURIDAD"
"TFT29TI6147","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD VENTANAS","TRD ALUMINIO"
"TFT29TI6571","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD VENTANAS","TRD MADERA"
"TFT29TI6910","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD VENTANAS","TRD VITRALES"
"TFT29TI6936","TRD OBRA GRIS","TRD PUERTAS; VENTANAS Y MOLDURAS","TRD VENTANAS","TRD PVC"
"TFT32T39105","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CANALES","TRD ACCESORIOS CANOAS/CANALES"
"TFT32T39216","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CANALES","TRD BOTAGUAS"
"TFT32T39250","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CANALES","TRD CANALETAS PVC"
"TFT32T39251","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CANALES","TRD CANALETAS ZINC"
"TFT32T39345","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CANALES","TRD CUMBRERAS/CAPOTES HG"
"TFT32T63103","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CUBIERTAS","TRD ACCESORIOS"
"TFT32T63172","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CUBIERTAS","TRD ASBESTO"
"TFT32T63436","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CUBIERTAS","TRD FIBROCEMENTO"
"TFT32T63702","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CUBIERTAS","TRD POLICARBONATO"
"TFT32T63703","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CUBIERTAS","TRD POLICARBONATO CELULAR"
"TFT32T63731","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD CUBIERTAS","TRD PVC"
"TFT32TG3828","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD TEJA","TRD TEJA ARCILLA"
"TFT32TG3829","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD TEJA","TRD TEJA ASFÁLTICA"
"TFT32TG3830","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD TEJA","TRD TEJA CONCRETO"
"TFT32TG3831","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD TEJA","TRD TEJA DECRA"
"TFT32TG3833","TRD OBRA GRIS","TRD TECHOS NO METÁLICOS","TRD TEJA","TRD TEJA PLÁSTICA"
"TFT38T33132","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD AISLADO"
"TFT38T33295","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD COAXIAL"
"TFT38T33337","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD CUBIERTO"
"TFT38T33357","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD DE PUESTA A TIERRA"
"TFT38T33372","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD DESNUDO"
"TFT38T33710","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD PORTAELECTRODO"
"TFT38T33714","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CABLES","TRD POTENCIA"
"TFT38T40103","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD ACCESORIOS"
"TFT38T40249","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD CANALETAS"
"TFT38T40314","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD CONDULETAS"
"TFT38T40315","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD CONECTORES"
"TFT38T40348","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD CURVAS"
"TFT38T40383","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD DUCTOS"
"TFT38T40384","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD DUCTOS FLEXIBLES"
"TFT38T40476","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD GAZAS"
"TFT38T40736","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD REDUCCIONES"
"TFT38T40821","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD TAPAS"
"TFT38T40875","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD TUBOS"
"TFT38T40880","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CANALIZACIÓN","TRD UNIONES"
"TFT38T60858","TRD OBRA GRIS","TRD ELÉCTRICO","TRD CONTROL","TRD TRANSFORMADORES"
"TFT38T67103","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD ACCESORIOS"
"TFT38T67221","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD BREAKERS"
"TFT38T67222","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD BREAKERS DE CIRCUITO"
"TFT38T67241","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD CAJAS ELÉCTRICAS DE PASO"
"TFT38T67242","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD CAJAS ELÉCTRICAS PARA MEDIDORES"
"TFT38T67331","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD CTRO CARGA MONOFÁSICOS EMPOTRADOS"
"TFT38T67332","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD CTRO CARGA MONOFÁSICOS SUPERFICIALES"
"TFT38T67333","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD CTRO CARGA TRIFÁSICOS EMPOTRADOS"
"TFT38T67334","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD CTRO CARGA TRIFÁSICOS SUPERFICIALES"
"TFT38T67522","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD INVERTIDORES"
"TFT38T67805","TRD OBRA GRIS","TRD ELÉCTRICO","TRD DISTRIBUCIÓN","TRD SUPRESORES"
"TFT41T75128","TRD OBRA GRIS","TRD FOSAS Y TANQUES","TRD FOSAS","TRD AGUA"
"TFT41T75689","TRD OBRA GRIS","TRD FOSAS Y TANQUES","TRD FOSAS","TRD PLANTAS DE TRATAMIENTO"
"TFT41T75770","TRD OBRA GRIS","TRD FOSAS Y TANQUES","TRD FOSAS","TRD SÉPTICOS"
"TFT41TF7813","TRD OBRA GRIS","TRD FOSAS Y TANQUES","TRD TANQUES","TRD TANQUE DE CONCRETO"
"TFT41TF7814","TRD OBRA GRIS","TRD FOSAS Y TANQUES","TRD TANQUES","TRD TANQUE DE FIBRA DE VIDRIO"
"TFT41TF7816","TRD OBRA GRIS","TRD FOSAS Y TANQUES","TRD TANQUES","TRD TANQUE DE PVC"
"TCT39TD4948","TRD ESTRUCTURA","TRD CEMENTICIOS","TRD PREFABRICADOS","TRD ACCESORIOS PARA MONTAJE"
